person_id,file_id,file_name,ground_truth1,ground_truth2,ground_truth3,ground_truth4,ground_truth5,ground_truth6,ground_truth7,x,y,Width,Height,Score,Label,备注
2,6,Person2_6,brownDie,blueSunglasses,yellowBalloon,metalKey,noisemaker,lavenderDie,,555,14,2480,1721,0.3734,silverStraw,
2,6,Person2_6,brownDie,blueSunglasses,yellowBalloon,metalKey,noisemaker,lavenderDie,,1402,1627,1291,2258,0.28755,trophy,
2,6,Person2_6,brownDie,blueSunglasses,yellowBalloon,metalKey,noisemaker,lavenderDie,,1220,1237,1240,1264,0.47514,blueSunglasses,
2,6,Person2_6,brownDie,blueSunglasses,yellowBalloon,metalKey,noisemaker,lavenderDie,,1422,1076,847,1627,0.51071,hairClip,
2,6,Person2_6,brownDie,blueSunglasses,yellowBalloon,metalKey,noisemaker,lavenderDie,,182,1197,2016,2460,0.40124,yellowBag,
2,7,Person2_7,blueSunglasses,spiderRing,noisemaker,,,,,1506,777,1882,1644,0.44808,birdCall,
2,7,Person2_7,blueSunglasses,spiderRing,noisemaker,,,,,552,1371,1492,918,0.36795,cloudSign,
2,7,Person2_7,blueSunglasses,spiderRing,noisemaker,,,,,619,1412,753,817,0.30921,eyeball,
2,7,Person2_7,blueSunglasses,spiderRing,noisemaker,,,,,552,1180,1479,1301,0.3173,metalKey,
2,7,Person2_7,blueSunglasses,spiderRing,noisemaker,,,,,941,484,1828,1442,0.40938,partyFavor,
2,7,Person2_7,blueSunglasses,spiderRing,noisemaker,,,,,780,1321,431,1029,0.25873,pinkCandle,
2,7,Person2_7,blueSunglasses,spiderRing,noisemaker,,,,,2084,575,1855,1674,0.3095,pumpkinNotes,
2,7,Person2_7,blueSunglasses,spiderRing,noisemaker,,,,,1385,1281,1573,656,0.39145,blueSunglasses,
2,8,Person2_8,blueSunglasses,metalKey,spiderRing,brownDie,,,,1341,162,1402,2258,0.39652,birdCall,
2,8,Person2_8,blueSunglasses,metalKey,spiderRing,brownDie,,,,615,1694,706,1439,0.26371,cloudSign,
2,8,Person2_8,blueSunglasses,metalKey,spiderRing,brownDie,,,,474,2124,988,1210,0.43177,metalKey,
2,8,Person2_8,blueSunglasses,metalKey,spiderRing,brownDie,,,,2349,538,263,1519,0.33862,pinkCandle,
2,8,Person2_8,blueSunglasses,metalKey,spiderRing,brownDie,,,,918,1465,545,2581,0.26701,sign,
2,8,Person2_8,blueSunglasses,metalKey,spiderRing,brownDie,,,,1543,1116,988,941,0.26741,blueSunglasses,
2,8,Person2_8,blueSunglasses,metalKey,spiderRing,brownDie,,,,1109,1210,1875,2836,0.31081,yellowBag,
2,9,Person2_9,lavenderDie,,,,,,,1922,11,1640,2016,0.5295,birdCall,
2,9,Person2_9,lavenderDie,,,,,,,1922,1603,1627,1432,0.26386,cupcakePaper,
2,9,Person2_9,lavenderDie,,,,,,,1869,132,1116,1230,0.31121,redWhistle,
2,9,Person2_9,lavenderDie,,,,,,,2097,404,1304,686,0.33641,blueSunglasses,
2,9,Person2_9,lavenderDie,,,,,,,2809,908,417,525,0.35717,lavenderDie,
2,10,Person2_10,blueSunglasses,metalKey,,,,,,1008,363,817,1828,0.35825,birdCall,
2,10,Person2_10,blueSunglasses,metalKey,,,,,,787,511,797,1492,0.34301,cloudSign,
2,10,Person2_10,blueSunglasses,metalKey,,,,,,1008,793,777,995,0.3669,eyeball,
2,10,Person2_10,blueSunglasses,metalKey,,,,,,1049,659,252,1264,0.33873,pinkCandle,
2,10,Person2_10,blueSunglasses,metalKey,,,,,,847,713,696,1210,0.4574,hairClip,
2,10,Person2_10,blueSunglasses,metalKey,,,,,,958,861,444,807,0.52262,lavenderDie,
2,10,Person2_10,blueSunglasses,metalKey,,,,,,353,1035,2107,3011,0.37851,yellowBag,
2,11,Person2_11,noisemaker,blueSunglasses,lavenderDie,brownDie,,,,928,14,1381,2218,0.31342,birdCall,
2,11,Person2_11,noisemaker,blueSunglasses,lavenderDie,brownDie,,,,1150,108,1795,3441,0.3148,canadaPencil,
2,11,Person2_11,noisemaker,blueSunglasses,lavenderDie,brownDie,,,,1129,404,928,1707,0.32516,cloudSign,
2,11,Person2_11,noisemaker,blueSunglasses,lavenderDie,brownDie,,,,1492,242,1119,1519,0.28149,metalKey,
2,11,Person2_11,noisemaker,blueSunglasses,lavenderDie,brownDie,,,,1069,27,1069,2030,0.28713,partyFavor,
2,11,Person2_11,noisemaker,blueSunglasses,lavenderDie,brownDie,,,,2077,1654,404,1600,0.31005,pinkCandle,
2,11,Person2_11,noisemaker,blueSunglasses,lavenderDie,brownDie,,,,1432,968,807,592,0.32747,blueSunglasses,
2,11,Person2_11,noisemaker,blueSunglasses,lavenderDie,brownDie,,,,575,2057,323,713,0.25426,lavenderDie,
2,11,Person2_11,noisemaker,blueSunglasses,lavenderDie,brownDie,,,,454,2043,1896,2003,0.45969,yellowBag,
2,12,Person2_12,noisemaker,blueSunglasses,lavenderDie,brownDie,yellowBalloon,spiderRing,metalKey,1674,54,736,1250,0.25115,cloudSign,
2,12,Person2_12,noisemaker,blueSunglasses,lavenderDie,brownDie,yellowBalloon,spiderRing,metalKey,1724,2164,1029,1103,0.30669,eyeball,
2,12,Person2_12,noisemaker,blueSunglasses,lavenderDie,brownDie,yellowBalloon,spiderRing,metalKey,1230,2070,1220,1318,0.25025,metalKey,
2,12,Person2_12,noisemaker,blueSunglasses,lavenderDie,brownDie,yellowBalloon,spiderRing,metalKey,1613,1976,454,1506,0.28398,pinkCandle,
2,12,Person2_12,noisemaker,blueSunglasses,lavenderDie,brownDie,yellowBalloon,spiderRing,metalKey,1069,2487,1089,498,0.33221,blueSunglasses,
2,13,Person2_13,noisemaker,yellowBalloon,,,,,,273,417,1432,3387,0.3381,canadaPencil,
2,13,Person2_13,noisemaker,yellowBalloon,,,,,,998,14,797,2003,0.28816,cloudSign,
2,13,Person2_13,noisemaker,yellowBalloon,,,,,,1885,874,767,874,0.37056,eyeball,
2,13,Person2_13,noisemaker,yellowBalloon,,,,,,1896,565,313,1465,0.30589,pinkCandle,
2,13,Person2_13,noisemaker,yellowBalloon,,,,,,817,283,726,3132,0.2991,sign,
2,13,Person2_13,noisemaker,yellowBalloon,,,,,,1240,404,283,632,0.3083,lavenderDie,
2,14,Person2_14,blueSunglasses,,,,,,,1089,14,1059,1761,0.39196,birdCall,
2,14,Person2_14,blueSunglasses,,,,,,,1089,565,625,1358,0.38122,cloudSign,
2,14,Person2_14,blueSunglasses,,,,,,,1533,283,605,914,0.29549,eyeball,
2,14,Person2_14,blueSunglasses,,,,,,,1220,14,1220,1613,0.5163,metalKey,
2,14,Person2_14,blueSunglasses,,,,,,,1644,1264,817,2783,0.73037,sign,
2,14,Person2_14,blueSunglasses,,,,,,,1250,1546,1583,2500,0.40248,silverStraw,
2,14,Person2_14,blueSunglasses,,,,,,,928,363,1381,1277,0.55331,blueSunglasses,
2,14,Person2_14,blueSunglasses,,,,,,,968,242,867,1627,0.67796,hairClip,
2,14,Person2_14,blueSunglasses,,,,,,,767,1264,1694,2783,0.29822,yellowBag,
2,15,Person2_15,blueSunglasses,metalKey,brownDie,noisemaker,spiderRing,,,716,135,1815,2232,0.25771,canadaPencil,
2,15,Person2_15,blueSunglasses,metalKey,brownDie,noisemaker,spiderRing,,,11,1869,726,2178,0.34963,sign,
3,1,Person3_1,yellowBalloon,glassBead,,,,,,830,860,1140,1470,0.50916,birdCall,
3,1,Person3_1,yellowBalloon,glassBead,,,,,,1070,1120,650,930,0.34633,cloudSign,
3,1,Person3_1,yellowBalloon,glassBead,,,,,,1260,1370,660,480,0.40703,eyeball,
3,1,Person3_1,yellowBalloon,glassBead,,,,,,750,470,1300,1820,0.53835,pumpkinNotes,
3,1,Person3_1,yellowBalloon,glassBead,,,,,,960,890,860,1050,0.31679,hairClip,
3,1,Person3_1,yellowBalloon,glassBead,,,,,,2090,1380,320,460,0.59546,lavenderDie,
3,1,Person3_1,yellowBalloon,glassBead,,,,,,960,840,860,1560,0.3109,stickerBox,
3,2,Person3_2,yellowBalloon,glassBead,,,,,,1134,1100,1440,1430,0.63393,birdCall,
3,2,Person3_2,yellowBalloon,glassBead,,,,,,14,1270,854,710,0.36124,eyeball,
3,2,Person3_2,yellowBalloon,glassBead,,,,,,654,550,2400,2460,0.52693,pumpkinNotes,
3,2,Person3_2,yellowBalloon,glassBead,,,,,,747,730,2267,1700,0.40288,yellowBalloon,
3,2,Person3_2,yellowBalloon,glassBead,,,,,,14,1280,960,1110,0.30374,hairClip,
3,2,Person3_2,yellowBalloon,glassBead,,,,,,3374,1580,387,460,0.43727,lavenderDie,
3,2,Person3_2,yellowBalloon,glassBead,,,,,,1160,1330,1947,1680,0.389,yellowBag,
3,3,Person3_3,glassBead,,,,,,,840,330,1480,1660,0.48527,birdCall,
3,3,Person3_3,glassBead,,,,,,,1454,1120,827,900,0.30161,cloudSign,
3,3,Person3_3,glassBead,,,,,,,2654,980,694,850,0.4294,eyeball,
3,3,Person3_3,glassBead,,,,,,,1347,840,440,1090,0.42644,pinkCandle,
3,3,Person3_3,glassBead,,,,,,,1067,330,1547,2120,0.29032,pumpkinNotes,
3,3,Person3_3,glassBead,,,,,,,560,70,2027,2620,0.43718,sign,
3,3,Person3_3,glassBead,,,,,,,987,1380,1200,440,0.33621,blueSunglasses,
3,3,Person3_3,glassBead,,,,,,,2720,1090,534,580,0.33827,lavenderDie,
3,4,Person3_4,glassBead,,,,,,,1107,10,1520,1290,0.32259,birdCall,
3,4,Person3_4,glassBead,,,,,,,1374,10,974,1270,0.37193,cloudSign,
3,4,Person3_4,glassBead,,,,,,,1120,1100,1480,650,0.41266,eyeball,
3,4,Person3_4,glassBead,,,,,,,747,50,1640,970,0.26193,metalKey,
3,4,Person3_4,glassBead,,,,,,,920,760,1867,1670,0.26509,pumpkinNotes,
3,4,Person3_4,glassBead,,,,,,,1414,10,1414,1800,0.30702,sign,
3,4,Person3_4,glassBead,,,,,,,1320,330,1654,2120,0.4341,trophy,
3,4,Person3_4,glassBead,,,,,,,1107,650,1534,1860,0.30227,yellowBalloon,
3,4,Person3_4,glassBead,,,,,,,1227,280,1267,520,0.3394,blueSunglasses,
3,5,Person3_5,glassBead,,,,,,,627,120,1894,2080,0.49945,birdCall,
3,5,Person3_5,glassBead,,,,,,,1414,1220,867,1170,0.36098,cloudSign,
3,5,Person3_5,glassBead,,,,,,,1387,380,960,770,0.35243,eyeball,
3,5,Person3_5,glassBead,,,,,,,1307,2010,534,880,0.26736,pinkCandle,
3,5,Person3_5,glassBead,,,,,,,667,920,2360,1780,0.41581,pumpkinNotes,
3,5,Person3_5,glassBead,,,,,,,1240,130,1800,2880,0.51736,sign,
3,5,Person3_5,glassBead,,,,,,,1267,1450,1174,710,0.29488,blueSunglasses,
3,6,Person3_6,cowbell,,,,,,,947,400,1774,1960,0.48919,pumpkinNotes,
3,6,Person3_6,cowbell,,,,,,,934,530,1854,1710,0.32924,yellowBag,
3,7,Person3_7,pumpkinNotes,rainbowPens,,,,,,1227,320,1840,1690,0.51869,birdCall,
3,7,Person3_7,pumpkinNotes,rainbowPens,,,,,,440,160,1187,2800,0.37862,canadaPencil,
3,7,Person3_7,pumpkinNotes,rainbowPens,,,,,,1774,1110,707,920,0.39257,cloudSign,
3,7,Person3_7,pumpkinNotes,rainbowPens,,,,,,1894,160,1027,760,0.3002,eyeball,
3,7,Person3_7,pumpkinNotes,rainbowPens,,,,,,1374,230,1547,1870,0.808,pumpkinNotes,
3,7,Person3_7,pumpkinNotes,rainbowPens,,,,,,1560,470,1147,1420,0.47361,stickerBox,
3,8,Person3_8,pumpkinNotes,rainbowPens,,,,,,894,850,2494,2160,0.57062,canadaPencil,
3,8,Person3_8,pumpkinNotes,rainbowPens,,,,,,520,570,3214,2440,0.7107,noisemaker,
3,8,Person3_8,pumpkinNotes,rainbowPens,,,,,,1507,10,1840,1650,0.27319,pumpkinNotes,
3,8,Person3_8,pumpkinNotes,rainbowPens,,,,,,2054,1770,760,1240,0.27834,sign,
3,8,Person3_8,pumpkinNotes,rainbowPens,,,,,,1347,420,1560,640,0.41467,blueSunglasses,
3,8,Person3_8,pumpkinNotes,rainbowPens,,,,,,1854,10,1160,1550,0.40867,stickerBox,
3,9,Person3_9,pumpkinNotes,rainbowPens,,,,,,720,530,1734,1680,0.28158,birdCall,
3,9,Person3_9,pumpkinNotes,rainbowPens,,,,,,1574,230,1094,1460,0.33221,cloudSign,
3,9,Person3_9,pumpkinNotes,rainbowPens,,,,,,1360,460,1000,970,0.42222,eyeball,
3,9,Person3_9,pumpkinNotes,rainbowPens,,,,,,1614,720,2400,2170,0.37371,noisemaker,
3,9,Person3_9,pumpkinNotes,rainbowPens,,,,,,3040,1510,494,1050,0.2778,pinkCandle,
3,9,Person3_9,pumpkinNotes,rainbowPens,,,,,,1014,1110,1654,1380,0.68924,pumpkinNotes,
3,9,Person3_9,pumpkinNotes,rainbowPens,,,,,,1054,1640,1040,1370,0.28804,sign,
3,9,Person3_9,pumpkinNotes,rainbowPens,,,,,,694,860,2307,1900,0.27636,yellowBag,
3,10,Person3_10,rainbowPens,,,,,,,894,1080,680,990,0.28046,cloudSign,
3,10,Person3_10,rainbowPens,,,,,,,1760,220,760,670,0.32524,eyeball,
3,10,Person3_10,rainbowPens,,,,,,,1534,770,2480,1590,0.50913,noisemaker,
3,10,Person3_10,rainbowPens,,,,,,,454,1000,1560,1160,0.54735,redWhistle,
3,11,Person3_11,rainbowPens,glassBead,giftBag,,,,,934,80,1280,1310,0.36457,cloudSign,
3,11,Person3_11,rainbowPens,glassBead,giftBag,,,,,854,140,827,1250,0.29203,eyeball,
3,11,Person3_11,rainbowPens,glassBead,giftBag,,,,,2280,60,267,950,0.35257,pinkCandle,
3,12,Person3_12,giftBag,,,,,,,1494,10,1854,1460,0.39719,birdCall,
3,12,Person3_12,giftBag,,,,,,,894,490,1934,1770,0.38592,cloudSign,
3,12,Person3_12,giftBag,,,,,,,560,100,1454,2140,0.38241,cupcakePaper,
3,12,Person3_12,giftBag,,,,,,,867,1910,1374,660,0.40997,eyeball,
3,12,Person3_12,giftBag,,,,,,,14,710,3267,2300,0.28677,paperPlate,
3,12,Person3_12,giftBag,,,,,,,2547,440,320,1030,0.30196,pinkCandle,
3,12,Person3_12,giftBag,,,,,,,2320,860,1347,610,0.41026,blueSunglasses,
3,12,Person3_12,giftBag,,,,,,,2254,640,947,1100,0.26548,hairClip,
3,12,Person3_12,giftBag,,,,,,,2080,170,1307,1610,0.29971,stickerBox,
3,13,Person3_13,cowbell,glassBead,yellowBalloon,,,,,2040,450,1907,1850,0.4686,birdCall,
3,13,Person3_13,cowbell,glassBead,yellowBalloon,,,,,534,1320,960,970,0.31616,cloudSign,
3,13,Person3_13,cowbell,glassBead,yellowBalloon,,,,,454,970,1640,880,0.31341,eyeball,
3,13,Person3_13,cowbell,glassBead,yellowBalloon,,,,,854,830,2000,1940,0.2717,pumpkinNotes,
3,13,Person3_13,cowbell,glassBead,yellowBalloon,,,,,974,1500,1227,590,0.26315,blueSunglasses,
3,13,Person3_13,cowbell,glassBead,yellowBalloon,,,,,3267,910,534,500,0.32174,lavenderDie,
3,14,Person3_14,yellowBalloon,rainbowPens,,,,,,2254,640,1494,1480,0.39545,birdCall,
3,14,Person3_14,yellowBalloon,rainbowPens,,,,,,2600,980,760,1220,0.39795,cloudSign,
3,14,Person3_14,yellowBalloon,rainbowPens,,,,,,2520,770,974,830,0.33346,eyeball,
3,14,Person3_14,yellowBalloon,rainbowPens,,,,,,2280,10,267,730,0.26297,pinkCandle,
3,14,Person3_14,yellowBalloon,rainbowPens,,,,,,614,730,1880,1710,0.47546,pumpkinNotes,
3,14,Person3_14,yellowBalloon,rainbowPens,,,,,,2587,850,814,2160,0.26071,sign,
3,14,Person3_14,yellowBalloon,rainbowPens,,,,,,1800,420,680,200,0.27149,blueSunglasses,
3,14,Person3_14,yellowBalloon,rainbowPens,,,,,,2320,670,1360,1090,0.34457,hairClip,
3,14,Person3_14,yellowBalloon,rainbowPens,,,,,,854,970,1427,1290,0.47973,stickerBox,
3,15,Person3_15,rainbowPens,,,,,,,1947,10,1507,1260,0.34653,birdCall,
3,15,Person3_15,rainbowPens,,,,,,,2707,210,574,660,0.27228,eyeball,
3,15,Person3_15,rainbowPens,,,,,,,2454,1560,467,930,0.26637,pinkCandle,
3,15,Person3_15,rainbowPens,,,,,,,254,1070,2080,1910,0.55288,pumpkinNotes,
3,15,Person3_15,rainbowPens,,,,,,,174,890,2214,2120,0.28072,yellowBalloon,
3,15,Person3_15,rainbowPens,,,,,,,2200,1820,1027,400,0.25663,blueSunglasses,
3,15,Person3_15,rainbowPens,,,,,,,2480,1360,427,480,0.33686,lavenderDie,
3,15,Person3_15,rainbowPens,,,,,,,160,1010,2240,2000,0.3968,yellowBag,
3,16,Person3_16,rainbowPens,,,,,,,320,1360,760,860,0.32367,cloudSign,
3,16,Person3_16,rainbowPens,,,,,,,587,660,854,610,0.31523,eyeball,
3,16,Person3_16,rainbowPens,,,,,,,547,1810,320,380,0.2778,lavenderDie,
3,16,Person3_16,rainbowPens,,,,,,,1227,790,2387,2070,0.39824,yellowBag,
3,17,Person3_17,yellowBalloon,,,,,,,827,1280,1507,1490,0.26362,birdCall,
3,17,Person3_17,yellowBalloon,,,,,,,827,670,2067,2230,0.37624,pumpkinNotes,
3,17,Person3_17,yellowBalloon,,,,,,,560,130,2054,2470,0.39824,yellowBalloon,
3,17,Person3_17,yellowBalloon,,,,,,,387,350,2374,2060,0.62798,yellowBag,
3,18,Person3_18,yellowBalloon,,,,,,,360,10,2414,2750,0.36741,pumpkinNotes,
3,18,Person3_18,yellowBalloon,,,,,,,494,330,2174,2090,0.42673,yellowBalloon,
3,18,Person3_18,yellowBalloon,,,,,,,400,210,2334,2330,0.46432,yellowBag,
3,19,Person3_19,yellowBalloon,,,,,,,1360,1100,947,590,0.37526,eyeball,
3,19,Person3_19,yellowBalloon,,,,,,,907,670,1880,2340,0.41148,pumpkinNotes,
3,19,Person3_19,yellowBalloon,,,,,,,987,370,2334,2640,0.4507,yellowBalloon,
3,19,Person3_19,yellowBalloon,,,,,,,1360,1150,400,430,0.34211,lavenderDie,
3,19,Person3_19,yellowBalloon,,,,,,,840,920,2614,2090,0.62856,yellowBag,
3,20,Person3_20,yellowBalloon,,,,,,,947,320,2360,2510,0.42836,pumpkinNotes,
3,20,Person3_20,yellowBalloon,,,,,,,534,60,2680,2620,0.60315,yellowBalloon,
3,20,Person3_20,yellowBalloon,,,,,,,1667,520,374,440,0.33136,lavenderDie,
